Timestamp,PlayerPosition_X,PlayerPosition_Y,PlayerPosition_Z,RoundTripDelay_ms
2024-06-04 18:48:43,0,5,0,1000.00
2024-06-04 18:48:43,0,3.58,0,1000.00
2024-06-04 18:48:44,0,3.58,0,1000.00
2024-06-04 18:48:44,0,3.58,0,1000.00
2024-06-04 18:48:45,0.124753,3.58,-0.07795434,1000.00
2024-06-04 18:48:45,2.250215,3.58,-1.327365,1000.00
2024-06-04 18:48:46,4.410857,3.58,-2.574812,1000.00
2024-06-04 18:48:46,6.538838,3.58,-3.793644,1000.00
2024-06-04 18:48:47,8.923671,3.58,-4.518506,1000.00
2024-06-04 18:48:47,11.30037,3.58,-3.731655,1000.00
2024-06-04 18:48:48,11.93385,3.58,-1.356681,1000.00
2024-06-04 18:48:48,11.0933,3.58,0.8987746,1000.00
2024-06-04 18:48:49,8.843934,3.58,1.866967,1000.00
2024-06-04 18:48:49,6.345541,3.58,2.251523,1000.00
2024-06-04 18:48:50,4.000068,3.58,2.570729,1000.00
2024-06-04 18:48:50,1.418142,3.58,2.922113,1000.00
2024-06-04 18:48:51,-1.002608,3.58,3.251563,1000.00
2024-06-04 18:48:51,-3.488256,3.58,3.408093,1000.00
2024-06-04 18:48:52,-4.776132,3.58,1.553326,1000.00
2024-06-04 18:48:52,-3.307708,3.58,-0.4331112,1000.00
2024-06-04 18:48:53,-0.8186803,3.58,-0.8147371,1000.00
2024-06-04 18:48:53,1.55956,3.58,-0.664988,1000.00
2024-06-04 18:48:54,4.038251,3.58,-1.287123,1000.00
2024-06-04 18:48:54,6.457257,3.58,-1.708925,1000.00
2024-06-04 18:48:55,5.091745,3.58,-2.558475,1000.00
2024-06-04 18:48:55,4.314422,3.58,-0.235806,1000.00
2024-06-04 18:48:56,3.344875,3.58,1.91645,1000.00
2024-06-04 18:48:56,1.14695,3.58,1.137227,1000.00
2024-06-04 18:48:57,1.570404,3.58,-1.124918,1000.00
2024-06-04 18:48:57,3.856648,3.58,-2.327414,1000.00
2024-06-04 18:48:58,6.101145,3.58,-3.002248,1000.00
2024-06-04 18:48:58,8.457192,3.58,-2.199536,1000.00
2024-06-04 18:48:59,8.820107,3.58,-2.042989,1000.00
2024-06-04 18:48:59,8.820107,3.58,-2.042989,1000.00
2024-06-04 18:49:00,8.105755,3.58,-2.586194,1000.00
2024-06-04 18:49:00,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:01,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:01,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:02,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:02,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:03,7.78993,3.58,-2.826353,1000.00
2024-06-04 18:49:04,7.78993,3.487358,-2.826353,1000.00
2024-06-04 18:49:04,8.5359,3.420106,-2.898125,1000.00
2024-06-04 18:49:05,9.495744,3.573619,-0.5796263,1000.00
2024-06-04 18:49:05,11.23778,3.58,0.906881,1000.00
2024-06-04 18:49:06,13.55124,3.58,0.02380303,1000.00
2024-06-04 18:49:06,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:07,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:07,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:08,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:08,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:09,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:09,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:10,13.89893,3.58,-0.2863468,1000.00
2024-06-04 18:49:10,13.89893,3.58,-0.2863468,1000.00
