Timestamp,PlayerPosition_X,PlayerPosition_Y,PlayerPosition_Z,RoundTripDelay_ms
2024-06-02 15:09:05,0,0,0,1000.00
2024-06-02 15:09:05,0,0,0,1000.00
2024-06-02 15:09:05,0,0,0,1000.00
2024-06-02 15:09:06,0,0,0,1000.00
2024-06-02 15:09:06,0,0,0,1000.00
2024-06-02 15:09:07,0,0,0,1000.00
2024-06-02 15:09:07,0,0,0,1000.00
2024-06-02 15:09:08,0,0,0,1000.00
2024-06-02 15:09:08,0,0,0,1000.00
2024-06-02 15:09:09,0,0,0,1000.00
2024-06-02 15:09:09,0,0,0,1000.00
2024-06-02 15:09:10,0,0,0,1000.00
2024-06-02 15:09:10,0,0,0,1000.00
2024-06-02 15:09:11,0,3.483374,0,1000.00
2024-06-02 15:09:11,0,3.579923,0,1000.00
2024-06-02 15:09:12,0,3.58,0,1000.00
2024-06-02 15:09:12,0,3.58,0,1000.00
2024-06-02 15:09:13,0,3.58,0,1000.00
2024-06-02 15:09:13,0,3.58,0,1000.00
2024-06-02 15:09:14,0,3.58,0,1000.00
2024-06-02 15:09:14,0,3.58,0,1000.00
2024-06-02 15:09:15,0,3.58,0,1000.00
2024-06-02 15:09:15,0,3.58,0,1000.00
2024-06-02 15:09:16,0,3.58,0,1000.00
2024-06-02 15:09:16,-0.4240015,3.58,-2.255369,1000.00
2024-06-02 15:09:17,0.9755563,3.58,-4.289267,1000.00
2024-06-02 15:09:17,2.972865,3.58,-5.739472,1000.00
2024-06-02 15:09:18,5.24573,3.58,-6.455197,1000.00
2024-06-02 15:09:18,7.217482,3.58,-7.526345,1000.00
2024-06-02 15:09:19,9.554635,3.58,-8.500415,1000.00
2024-06-02 15:09:19,10.49513,3.58,-10.62982,1000.00
2024-06-02 15:09:20,9.397291,3.58,-11.01558,1000.00
2024-06-02 15:09:20,8.761598,3.550081,-11.08989,1000.00
2024-06-02 15:09:21,8.882676,3.470627,-10.89286,1000.00
2024-06-02 15:09:21,8.961505,3.420828,-11.1167,1000.00
2024-06-02 15:09:22,8.566424,3.536441,-11.35241,1000.00
2024-06-02 15:09:22,8.884748,3.410544,-10.98158,1000.00
2024-06-02 15:09:23,8.959483,3.559318,-11.36118,1000.00
2024-06-02 15:09:23,8.80529,3.510158,-11.11509,1000.00
2024-06-02 15:09:24,8.930553,3.367604,-11.09017,1000.00
2024-06-02 15:09:24,8.930717,3.365906,-11.08981,1000.00
2024-06-02 15:09:25,8.930718,3.365904,-11.08981,1000.00
2024-06-02 15:09:25,8.930718,3.365904,-11.08981,1000.00
2024-06-02 15:09:26,8.930718,3.365904,-11.08981,1000.00
2024-06-02 15:09:26,8.930718,2.502545,-11.08981,1000.00
2024-06-02 15:09:27,8.930718,2.365982,-11.08981,1000.00
2024-06-02 15:09:27,8.940208,2.556015,-10.68213,1000.00
2024-06-02 15:09:28,8.982904,2.47199,-10.88131,1000.00
2024-06-02 15:09:28,8.98427,2.261914,-10.81464,1000.00
2024-06-02 15:09:29,8.940234,2.309376,-10.40658,1000.00
2024-06-02 15:09:29,8.922009,2.369361,-10.30437,1000.00
2024-06-02 15:09:30,8.526232,2.578269,-10.91901,1000.00
2024-06-02 15:09:30,8.863397,1.880031,-10.90552,1000.00
2024-06-02 15:09:31,8.920106,-0.4109627,-10.90073,1000.00
2024-06-02 15:09:31,8.945115,-0.4199896,-10.80841,1000.00
2024-06-02 15:09:32,8.960353,-1.402664,-10.91969,1000.00
2024-06-02 15:09:32,8.960457,-1.419971,-10.92055,1000.00
2024-06-02 15:09:33,8.960458,-1.647421,-10.92056,1000.00
2024-06-02 15:09:33,8.960458,-1.649567,-10.92056,1000.00
2024-06-02 15:09:34,8.960458,-2.54613,-10.92056,1000.00
2024-06-02 15:09:34,8.960458,-3.413591,-10.92056,1000.00
2024-06-02 15:09:35,8.960458,-4.677428,-10.92056,1000.00
2024-06-02 15:09:35,8.960458,-5.639018,-10.92056,1000.00
2024-06-02 15:09:36,8.960458,-6.014288,-10.92056,1000.00
2024-06-02 15:09:36,8.960458,-9.969654,-10.92056,1000.00
2024-06-02 15:09:37,8.971519,-18.36059,-11.00307,1000.00
2024-06-02 15:09:37,9.709734,-32.30818,-13.25376,1000.00
2024-06-02 15:09:38,10.24275,-49.74297,-15.50879,1000.00
2024-06-02 15:09:38,10.23074,-74.0497,-17.14335,1000.00
